0,1
0.17685121,0.8231488
0.00016021729,0.9998398
0.8479413,0.15205874
0.32151932,0.6784807
0.9385517,0.06144829
0.5258715,0.4741285
0.54872453,0.45127547
0.07909292,0.9209071
0.89994025,0.10005978
0.7926357,0.20736434
0.57125634,0.42874366
0.9026724,0.09732756
0.9075592,0.0924408
0.4206295,0.5793705
0.0002989769,0.999701
0.9418879,0.058112092
0.98762244,0.012377541
0.87056255,0.12943742
0.890603,0.10939701
0.3546763,0.6453237
0.7478057,0.25219426
0.20536762,0.7946324
0.77651644,0.22348353
0.028803468,0.97119653
0.058132946,0.94186705
0.4851635,0.5148365
0.89271563,0.107284375
0.888878,0.11112199
0.52926564,0.47073433
0.61062443,0.3893756
0.52277833,0.47722167
0.9728529,0.027147114
0.67823535,0.32176465
0.5386819,0.46131808
0.8801123,0.11988773
0.83949137,0.16050865
0.8205847,0.17941529
0.43813556,0.56186444
0.8390583,0.16094175
0.69495773,0.30504227
0.022070467,0.97792953
0.90847033,0.09152965
0.9035375,0.09646248
0.97372675,0.02627322
0.7019272,0.29807281
0.025918484,0.9740815
0.20072871,0.7992713
0.010490894,0.9895091
0.5244185,0.47558156
0.024754405,0.9752456
0.08357692,0.9164231
0.014486611,0.9855134
0.87360096,0.12639906
0.47817832,0.5218217
0.38731682,0.6126832
0.7659458,0.23405422
0.97308266,0.026917368
0.49929535,0.50070465
0.38199258,0.6180074
0.11770499,0.882295
0.8388782,0.1611218
0.8706461,0.12935385
0.97139484,0.028605163
0.065618634,0.93438137
0.23740304,0.76259696
0.936666,0.06333399
0.010002077,0.9899979
0.42433405,0.57566595
0.92107624,0.07892377
0.009187639,0.99081236
0.09820753,0.90179247
0.9611135,0.03888648
0.25240886,0.74759114
0.017044485,0.9829555
0.8603146,0.13968539
0.39489895,0.60510105
0.714592,0.28540802
0.6385301,0.36146992
0.010611594,0.9893884
0.7541382,0.24586183
0.31345892,0.6865411
0.0050854683,0.99491453
0.94322467,0.05677532
0.92105454,0.07894547
0.6334586,0.36654136
0.661958,0.338042
0.933374,0.066626
0.60984415,0.39015585
0.0071211457,0.99287885
0.95660585,0.043394126
0.6973543,0.3026457
0.013741612,0.9862584
0.6134344,0.38656563
0.037636697,0.9623633
0.13328516,0.86671484
0.8704084,0.12959155
0.82809037,0.17190965
0.877622,0.12237796
0.51333535,0.48666468
0.71342766,0.28657237
0.4964527,0.5035473
0.002681911,0.9973181
0.44515717,0.5548428
0.015997887,0.9840021
0.057820797,0.9421792
0.08379388,0.9162061
0.047868192,0.9521318
0.009182215,0.9908178
0.07146549,0.9285345
